lead1,lead2,time
0.05434004021162975,-0.029640021933616235,0.425
0.07057733274245026,-0.03416019677275935,0.43
0.059800243866544735,-0.02350729874602793,0.435
0.02791080087410998,-0.014671494206227627,0.44
0.013103399181986998,-0.021312026630919106,0.445
0.006779385070558903,-0.023843454197752727,0.45
-0.010964785223752419,-0.015970283327563412,0.455
-0.017559098768112517,-0.0163641868102517,0.46
-0.008636666829550612,-0.019414018034165995,0.465
-0.016915646256985984,-0.009124884148960823,0.47
-0.03409456019417865,-0.0037236251742450684,0.475
-0.023161338696206568,-0.01564958561676104,0.48
0.001147595899717339,-0.019622176331908714,0.485
0.0012258145690569329,-0.009538482709183758,0.49
-0.014129985741026266,-0.009428874553312015,0.495
-0.01597577519521269,-0.015761167529806698,0.5
-0.0062352400057581235,-0.013408882754083648,0.505
-0.004113629319154769,-0.017447978831089315,0.51
-0.008384361293646836,-0.027218969468122297,0.515
-0.0019852381774168224,-0.004752843813490846,0.52
0.011801077897708099,0.052506910298959826,0.525
0.02021600907828933,0.08945238798088526,0.53
0.044649076282059705,0.06883542521716017,0.535
0.10633065664647894,0.02047770239908555,0.54
0.17592266791041947,-0.0063893474071770266,0.545
0.2321801718133271,-0.02964002193361625,0.55
0.29263774678849697,-0.11518355215964908,0.555
0.33015273993625427,-0.24009817870535216,0.56
0.2874531031756623,-0.2927139238259313,0.565
0.1884673598773708,-0.2536547003411744,0.57
0.09736257725940786,-0.2032283341510131,0.575
0.019047067354508652,-0.14851868158976117,0.58
-0.04927578162797865,-0.05681272329340735,0.585
-0.07482358854105119,0.012327688342004713,0.59
-0.060635522065377825,0.011712175771442382,0.595
-0.04958619812779507,0.0016516857815753047,0.6
-0.05488257996162702,0.015681136023623032,0.605
-0.062430838045706566,0.016188073955293283,0.61
-0.06421788581448362,0.00550772269856829,0.615
-0.05965178940694969,0.009393705675423088,0.62
-0.055232374361997134,0.012554792086600191,0.625
-0.053658835011915304,0.008919154099452029,0.63
-0.049827490215768835,0.013481165437356486,0.635
-0.05331290015751451,0.017328838617304658,0.64
-0.06730680419032263,0.013988535605759552,0.645
-0.062140250080980154,0.014322480113467718,0.65
-0.03552685593197063,0.013860371668858219,0.655
-0.03110816547321037,0.009495994408493927,0.66
-0.05010354697903401,0.00972182375112819,0.665
-0.05246201637264554,0.008163952262292827,0.67
-0.04446003290042435,0.004940003655602647,0.675
-0.05064101574227528,0.011797840107416014,0.68
-0.05358524173882266,0.013111956374772367,0.685
-0.0450812041563427,0.0009931511217839996,0.69
-0.047882008593450404,0.003952567454075189,0.695
-0.055049138968163866,0.0180416276616618,0.7
-0.040851261442286485,0.012971369785608254,0.705
-0.01742948779476125,0.006136673465775619,0.71
-0.00976257640421527,0.017449877324315112,0.715
-0.011184696930051707,0.024578470652578496,0.72
-0.0038649724636811637,0.027052350741820684,0.725
0.010767545661130395,0.0403914449435921,0.73
0.02147965722496121,0.04442996908062853,0.735
0.027647245817214443,0.03481891697790967,0.74
0.0342228009994575,0.03877392538467466,0.745
0.03650638258481013,0.047591879714379455,0.75
0.033854901866785435,0.040180834785646276,0.755
0.04141132529140055,0.030680322333735445,0.76
0.05757460009130843,0.024200343478102262,0.765
0.056633490446115965,0.011573267332209246,0.77
0.03891048099313211,0.0075427126563410085,0.775
0.03083828128585667,0.016917643452219328,0.78
0.02875099720056395,0.01935168327351822,0.785
0.010831337212684469,0.013048057094785948,0.79
-0.010789297404415204,0.00463446341927029,0.795
-0.014820010966808123,-0.009880007311205372,0.8
-0.0163146156681854,-0.01808693026416793,0.805
-0.03403421340646322,-0.010540970497083638,0.81
-0.04912447572720025,-0.008834679722548611,0.815
-0.041911938774397466,-0.02042700958195164,0.82
-0.034366811987689934,-0.024158457604772036,0.825
-0.049178735995250786,-0.016699605885448755,0.83
-0.06370139675528945,-0.011177739487956822,0.835
-0.0572385081320426,-0.009870414251961427,0.84
-0.054678576983030705,-0.012510153106556739,0.845
-0.06950053788080443,-0.01945956512243099,0.85
-0.07370110483207841,-0.024872022360037375,0.855
-0.064213980216679,-0.023510698707897855,0.86
-0.06932999828074134,-0.014467562849376723,0.865
-0.07910489317507527,-0.005211090075227363,0.87
-0.06632156901042084,-0.006535549770811081,0.875
-0.050613993524476396,-0.010500301267706541,0.88
-0.05690346164510699,-0.00590036385731174,0.885
-0.06469074080273854,-0.00519738214824823,0.89
-0.05634411411956158,-0.010696461698083743,0.895
-0.049174113774552705,-0.004004716559358812,0.9
-0.051438126624148386,0.005250947510805459,0.905
-0.048454239139298624,-0.0012622241108228651,0.91
-0.04024537678376801,-0.004237374232718146,0.915
-0.04257703792408714,0.006905649304688558,0.92
-0.049400036556027094,0.009880007311205459,0.925
-0.03814165466670491,0.004542449772567598,0.93
-0.0152747781258583,0.006979250096355872,0.935
-0.009156108094758593,0.009953373311984714,0.94
-0.016261653248099292,0.008826705940066367,0.945
-0.011744831065508622,0.010688159520601977,0.95
-0.0011938018839976045,0.010551387271300826,0.955
0.0007285805430669257,0.009435687578293238,0.96
0.0071873506804784,0.01661521862219779,0.965
0.021729352476813003,0.02367434466513956,0.97
0.0240107127941097,0.026728973183016848,0.975
0.019878015595743388,0.035177376360991316,0.98
0.033282838544291274,0.038611662540677834,0.985
0.05327024281255185,0.029085000848956457,0.99
0.05487083222048153,0.024619355121627825,0.995
0.04411749125728959,0.024901793013411857,1.0
0.038187853340053805,0.015318226729060509,1.005
0.035548536103398067,0.009445645425971776,1.01
0.02765266594249678,0.012068825839228014,1.015
0.01768265077024156,0.000142866696912744,1.02
0.014731231592338424,-0.018124002309300932,1.025
0.012608250221423145,-0.014868250055319391,1.03
-0.002442231160682735,-0.0043983821015786346,1.035
-0.01627768080285488,-0.010297783871603341,1.04
-0.006596565158976048,-0.017179885991577094,1.045
0.004940003655602717,-0.009880007311205443,1.05
-0.009092011486536515,-0.005225840492527666,1.055
-0.023378289184944587,-0.015804765159121093,1.06
-0.016037560380981374,-0.02472592871412117,1.065
-0.014844353978096638,-0.018783346406491697,1.07
-0.02911386766979209,-0.015384954970256782,1.075
-0.0313895511530221,-0.023597291890431683,1.08
-0.02672220667061868,-0.01953711612119877,1.085
-0.0373535751077349,-0.0023149124277955374,1.09
-0.043652069943494,-0.004036926170141734,1.095
-0.02750075208791509,-0.017789441411848243,1.1
-0.014615850078911039,-0.014202882851485698,1.105
-0.01848596141761474,-0.010131423484708413,1.11
-0.01731167377915018,-0.020380119174545797,1.115
-0.005646698028140873,-0.01598246492013994,1.12
0.0031975689851826894,0.007417737412532883,1.125
0.016778167040391617,0.025443548770998272,1.13
0.0474769003191797,0.04120228728657056,1.135
0.08220199379049774,0.05412786736312704,1.14
0.11130658123799962,0.044992253719795136,1.145
0.1566893179722162,0.022634972848241612,1.15
0.23330726352218875,-0.009702934418320465,1.155
0.3089070691153079,-0.080143420544691,1.16
0.33715679717102065,-0.16725816587401537,1.165
0.30970513288715557,-0.20662950593172322,1.17
0.24700018278013525,-0.19266014256850544,1.175
0.16750796163546156,-0.15865474920927872,1.18
0.09406199257013151,-0.11033004480069537,1.185
0.05219782653733328,-0.05551052103013188,1.19
0.03767029964852506,-0.014707738845676308,1.195
0.025214635237955946,0.01247656546934757,1.2
0.014794814499691469,0.028380920028135276,1.205
0.022373710195066565,0.02785947379216276,1.21
0.036371657796937414,0.02481505452791777,1.215
0.03413435183357425,0.029108602235956037,1.22
0.022554807879703445,0.026192890667527245,1.225
0.019885364231384595,0.014099974016034772,1.23
0.021655407148430207,0.0067601932976023675,1.235
0.015591050983824385,0.002618232754058172,1.24
0.005473211902861934,-0.004492360259483944,1.245
-0.001105770417775839,-0.009434124160233938,1.25
-0.008031668532910543,-0.009609024516166544,1.255
-0.01816304127396837,-0.009506265491923531,1.26
-0.022589296172380754,-0.013768363387636106,1.265
-0.018669491550933552,-0.02167448167358975,1.27
-0.021102338004298688,-0.02513282202334967,1.275
-0.034265205988649655,-0.023226646537633993,1.28
-0.03916542787790872,-0.025272943691176032,1.285
-0.031371786209248985,-0.029406049756921154,1.29
-0.03225689187516732,-0.02895987607635066,1.295
-0.04446003290042441,-0.02964002193361623,1.3
-0.049587305301566006,-0.02952823750708732,1.305
-0.05004635687578758,-0.018988592766309622,1.31
-0.05417375998687811,-0.009944732210511271,1.315
-0.04884045106428014,-0.015150975323795885,1.32
-0.036565464048809275,-0.020195852889816356,1.325
-0.040941082704934774,-0.01597095512825544,1.33
-0.052552953393866106,-0.01379900109561025,1.335
-0.047404014923067415,-0.014785386181835313,1.34
-0.04184399488622367,-0.01152433581980185,1.345
-0.051768283379516694,-0.008493064939442792,1.35
-0.053870818054049766,-0.010006252480685793,1.355
-0.04220251933271436,-0.008938141239630213,1.36
-0.04102923577059776,0.0012801863289304116,1.365
-0.04472311720675653,0.014278033568186917,1.37
-0.031454035397120134,0.015496801720223845,1.375
-0.01512161160681211,0.00663192935455101,1.38
-0.014126972379463856,0.007867088016534947,1.385
-0.01514093649547884,0.020167645252692882,1.39
-0.007634290211080046,0.024710629590868012,1.395
-0.0011225203786118414,0.02374694283959811,1.4
0.002885262557661353,0.028444563672379703,1.405
0.011042658998524578,0.029170569631349466,1.41
0.016482727090370127,0.024302589360370743,1.415
0.009243783751941284,0.02849478916454321,1.42
-2.2368937977632784e-17,0.03458002558921899,1.425
0.008249821147126192,0.028757247526545356,1.43
0.028322549132575325,0.023751048110134818,1.435
0.03514743300614378,0.02505497788999242,1.44
0.027271278933562418,0.0142723102889811,1.445
0.02542679819944397,-0.005540475313077849,1.45
0.029593108094120708,-0.010926271856349567,1.455
0.026773551972697724,-0.00772971770987442,1.46
0.025134041172239736,-0.017710096613473923,1.465
0.029918742439803907,-0.0298680093986769,1.47
0.02356383002856821,-0.023426508842281396,1.475
0.009354315125902075,-0.014793841389399995,1.48
0.01505395086013489,-0.024009957593689693,1.485
0.03222283191744083,-0.030722049347818983,1.49
0.025978666240262762,-0.02045046513933957,1.495
0.00473113961261726,-0.01796590931719331,1.5
0.0013349573283177746,-0.028372438839967328,1.505
0.005820760005281208,-0.0264412498941658,1.51
-0.005781413046468849,-0.0212020494718486,1.515
-0.015299726337018841,-0.033693962472862084,1.52
-0.00694512559212826,-0.03883100530013659,1.525
-0.009640948677493325,-0.020015176742192817,1.53
-0.03226231161698928,-0.0101246289910083,1.535
-0.0344717858362184,-0.020950395305091688,1.54
-0.010195914348725446,-0.024339821341962387,1.545
-0.004940003655602661,-0.014820010966808104,1.55
-0.024060665452120017,-0.009754200630778611,1.555
-0.027932254974235123,-0.009899971998622033,1.56
-0.015805694716644135,-0.005882704922776927,1.565
-0.015523083717583899,0.0023435020382374387,1.57
-0.02021005914192992,0.004153695467846443,1.575
-0.012710215028915086,-0.0036614164568125854,1.58
-0.0034879862525105405,-0.0009864893248360434,1.585
0.0010294933258710357,0.018485409473952746,1.59
0.01286559461238422,0.024103438697978787,1.595
0.03144002337468552,0.011541430468359141,1.6
0.045152951407258335,0.015863927706536343,1.605
0.058256583738288445,0.03662474349702735,1.61
0.08402928395247808,0.05014259255048028,1.615
0.12111461518062618,0.0633033448509203,1.62
0.1569862439125329,0.07031931102964041,1.625
0.19137708833870284,0.04720006841389364,1.63
0.23696997671732992,0.011143067415606426,1.635
0.2905992352791339,-0.026068535695341927,1.64
0.32738059586558704,-0.0946469251631218,1.645
0.3288221430515206,-0.17303325243934478,1.65
0.2896417272319957,-0.19534119090530502,1.655
0.21082381185899704,-0.16884169599306773,1.66
0.11780908449680065,-0.1383666440284318,1.665
0.05177462388857582,-0.09918344194870624,1.67
0.019760014622410844,-0.04940003655602704,1.675
-0.0010093999273066744,-0.01957574406724248,1.68
-0.013497624661250473,-0.014209114228425638,1.685
-0.010682573507182012,-0.014804320402513286,1.69
-0.008484839986196056,-0.01358226045409578,1.695
-0.01871334869144729,-0.007612959229349225,1.7
-0.025389994882624542,-0.003990291777537786,1.705
-0.01896409425206254,-0.010991030374783786,1.71
-0.01512003761851971,-0.014505649103267593,1.715
-0.024564585007305982,-0.009854859068128552,1.72
-0.03650168111332804,-0.01380346849161444,1.725
-0.03943819869146573,-0.01980596660308401,1.73
-0.036200732381409514,-0.015782194672537324,1.735
-0.03354694376697824,-0.016784127000325798,1.74
-0.03433543925628163,-0.020050932147827574,1.745
-0.042018765973429816,-0.0077685900105318876,1.75
-0.05294398477299803,0.0008110764342236417,1.755
-0.05156878355206143,-0.00824657794035875,1.76
-0.038144730419198254,-0.010094387592187318,1.765
-0.035943481210158584,-0.004312433766764511,1.77
-0.04718861602185967,-0.011562826493982119,1.775
-0.04803875487833939,-0.017083327711313184,1.78
-0.03854956928998643,-0.008721344304939245,1.785
-0.037654820355730874,-0.006888249930516019,1.79
-0.04084308153789042,-0.013299169775555123,1.795
-0.03952002924482165,-0.009880007311205353,1.8
-0.04240732837759888,0.002505915026228104,1.805
-0.04310722508693338,0.014967202920497658,1.81
-0.02725462052888557,0.02011209752944427,1.815
-0.012693555862820576,0.0117326464462672,1.82
-0.018027733478675922,0.004029830726200014,1.825
-0.025018951600391033,0.011746936168352557,1.83
-0.02096960250968747,0.021774234179651235,1.835
-0.020354551717928486,0.02521230104038844,1.84
-0.024440224439892706,0.02884823819896101,1.845
-0.024196889743737595,0.02900696368028013,1.85
-0.03045068460341094,0.030104214614472137,1.855
-0.04584147578884669,0.04585520446804387,1.86
-0.04683559365082947,0.05745731529860598,1.865
-0.030584206074246955,0.04554550784332597,1.87
-0.024599648737209247,0.03413038046638613,1.875
-0.03294736941957414,0.035043255149605296,1.88
-0.03170624867119473,0.027268506631249866,1.885
-0.019136145427903133,0.017023318540898655,1.89
-0.015138388844339103,0.021808832031103217,1.895
-0.01937298231214932,0.023072483341230337,1.9
-0.017768449634885455,0.009404788538573005,1.905
-0.01484960276665756,-0.0007137884641335672,1.91
-0.0187297864030644,-0.005884141682351175,1.915
-0.017370272904997645,-0.015838377358511978,1.92
-0.004940003655602648,-0.019760014622410737,1.925
-0.00015809950224400296,-0.01309767287899384,1.93
-0.010104317010344184,-0.008947165492138694,1.935
-0.015230019305407358,-0.00968551814749493,1.94
-0.008434395696396762,-0.013020775493446442,1.945
-0.004904024974860727,-0.02390298337347979,1.95
-0.008809706850473492,-0.03419625692768322,1.955
-0.012249942425186075,-0.02947906535585923,1.96
-0.015510657576282028,-0.01808850651701664,1.965
-0.016757272258646632,-0.017192073377405293,1.97
-0.008583469273353343,-0.0249432284251593,1.975
0.00020953046608622062,-0.029731422110848667,1.98
-0.004505347031593719,-0.027642919711490795,1.985
-0.01401910671905128,-0.02117554659138268,1.99
-0.014970138230127758,-0.015069605426743066,1.995
-0.013569246342274303,-0.013645793799529717,2.0
-0.015723482864866592,-0.015601203434398449,2.005
-0.015323117949822305,-0.01539527663518609,2.01
-0.01330176267729849,-0.010521466129228775,2.015
-0.015741376245128204,-0.0029965073523962045,2.02
-0.01657955782789168,0.0036283825617255796,2.025
-0.00730118652541023,0.006088455021246596,2.03
0.006422516176359963,0.004704317648266789,2.035
0.01165010841465489,0.00412885791585594,2.04
0.0054379387216449745,0.006646401379576984,2.045
3.421131690696779e-17,0.009880007311205424,2.05
0.005336013906730188,0.01279581613273334,2.055
0.011541670803902046,0.016810137384999695,2.06
0.006203629807711416,0.02357874833413937,2.065
-0.0029106794989662782,0.033697518106621346,2.07
-0.0046557452574696135,0.04069618431953722,2.075
-0.001267704215935476,0.036673964941874616,2.08
0.005493872362090415,0.030374669849119667,2.085
0.017336590407655634,0.03691085847237982,2.09
0.03241246782229251,0.0531742229515472,2.095
0.05518340497342447,0.06794872700526472,2.1
0.09147866198529366,0.07402866789023402,2.105
0.13298945616205907,0.06172729623160641,2.11
0.17369486898966596,0.036730459955116264,2.115
0.21928849799976025,0.016215430429816626,2.12
0.2662143435315293,-0.023031346749927142,2.125
0.30420870295115365,-0.1122478528777286,2.13
0.32214117166837464,-0.20226840840082738,2.135
0.2913054633395519,-0.22595137359080397,2.14
0.20113696814883616,-0.20710092285981585,2.145
0.10258782363825772,-0.18717373540348187,2.15
0.039763725838082235,-0.14495044342116292,2.155
-0.005495439721317605,-0.08167013401002314,2.16
-0.04002694074677841,-0.04745426450866686,2.165
-0.04004406174204573,-0.04307496070577066,2.17
-0.02964002193361624,-0.02964002193361613,2.175
-0.045064201930218546,-0.012094195496788298,2.18
-0.0542082115590059,-0.011871861507225258,2.185
-0.03253942822179402,-0.01910644870782632,2.19
-0.02333964131069433,-0.022785689295449166,2.195
-0.04018191295955015,-0.025440893722298647,2.2
-0.04245953438924808,-0.025374966936351606,2.205
-0.03171103484116479,-0.02210278697677695,2.21
-0.036363724198650235,-0.019295989297689664,2.215
-0.0387229233307545,-0.0163276229640261,2.22
-0.026534915016335665,-0.011699056047146985,2.225
-0.030659274496146086,-0.0043998577917941616,2.23
-0.04658275289527859,0.003509899737684257,2.235
-0.033009421144611945,0.0038926024653367034,2.24
-0.005784820875317728,2.5375750275031803e-05,2.245
-0.011098012504613666,0.004728053238420718,2.25
-0.029730768204188858,0.011624660365428169,2.255
-0.022731246235723798,0.010313598103035703,2.26
-0.014134855179668547,0.011013862602602335,2.265
-0.029652200064554907,0.015588448175417883,2.27
-0.03758421883992372,0.014694195045596553,2.275
-0.02573255509757735,0.020218748397467064,2.28
-0.03216220568127333,0.0363558093297651,2.285
-0.055731247036988944,0.0388860979618338,2.29
-0.05368314196174007,0.029891995057109887,2.295
-0.03458002558921892,0.03458002558921896,2.3
-0.03681415011712288,0.04190787878559022,2.305
-0.04815448304621047,0.03636958886705165,2.31
-0.045182827291170305,0.03817706462540362,2.315
-0.04447629736165312,0.04810159737330936,2.32
-0.05063106852464095,0.03921880034314854,2.325
-0.04304624787368162,0.0215502856167626,2.33
-0.03337268058817544,0.022600054086139906,2.335
-0.04178165826832358,0.030245363860445112,2.34
-0.04228654244296524,0.02417724080658049,2.345
-0.016346750414034147,0.013603583026770904,2.35
2.9353370122122524e-05,0.009788596899850809,2.355
-0.01276852183462524,0.007682521154238263,2.36
-0.021087253251780947,0.0007813837123641251,2.365
-0.01057576089339466,-0.00931582641405234,2.37
-0.006587473253194681,-0.014972942737846929,2.375
-0.011099912501536646,-0.014200880132797716,2.38
-0.006344561474154219,-0.014419794471939341,2.385
-0.0035851343344298786,-0.01598743588074593,2.39
-0.011833213722088697,-0.014338771206254243,2.395
-0.006357721827006197,-0.016995010916910965,2.4
0.014755355627168123,-0.02661549682738688,2.405
0.018900875648816973,-0.02931681312886481,2.41
0.00958042073926882,-0.024844551886154895,2.415
0.015512429738818344,-0.027008422595561063,2.42
0.02470001827801352,-0.02964002193361623,2.425
0.02030594680573757,-0.020849625275262348,2.43
0.023280291168671436,-0.0123181053201317,2.435
0.034272253651104,-0.014285063700156614,2.44
0.025868167952939877,-0.01640988437115815,2.445
0.012841990910033931,-0.014049984217900083,2.45
0.024717436613923532,-0.01428291905462492,2.455
0.03778509581742724,-0.015804039824845198,2.46
0.02632718156483399,-0.014488995663256118,2.465
0.014466637411589194,-0.014246013351404931,2.47
0.018656530943925012,-0.015567753228421794,2.475
0.019404854386178748,-0.014731777675405401,2.48
0.009633039240202007,-0.014437098517332091,2.485
0.0015912654626802302,-0.014130422686852284,2.49
-0.00444740952909772,-0.0057218146648802025,2.495
-0.014088029763795832,0.00494659412829381,2.5
-0.0217902413148224,0.001908391448844158,2.505
-0.02069469268941001,-0.008771481453424195,2.51
-0.016666998075651716,-0.009156802834782556,2.515
-0.02244052453995727,-0.004080467144516976,2.52
-0.036341229946227266,-0.004690299400529756,2.525
-0.041113693515798286,-0.0025980846603729612,2.53
-0.03346313558677493,0.005963024604182845,2.535
-0.028898853156169607,0.009847471276126635,2.54
-0.03118927641472492,0.010641272633696023,2.545
-0.029640021933616218,0.014820010966808095,2.55
-0.02121343028396587,0.011787455172792893,2.555
-0.009370082066416437,-0.0006366807061953481,2.56
0.0034319224511145502,-0.005318436991282035,2.565
0.014948767114310904,0.0005023928701878991,2.57
0.030847218758693444,0.006960730106334644,2.575
0.0600485875504691,0.0166486238012356,2.58
0.09786414451804712,0.02700049745899537,2.585
0.1353947512940818,0.022394102071941122,2.59
0.17315304646239463,0.0036072532395404235,2.595
0.21246385010627297,-0.022649948974281263,2.6
0.25469467453206723,-0.0733988722521135,2.605
0.29552717197358747,-0.15385280859896297,2.61
0.30320166254266334,-0.22086346806757398,2.615
0.24738357004672387,-0.23316390421849217,2.62
0.15335419538335893,-0.20491558816634445,2.625
0.0711674305089652,-0.16951904302502063,2.63
0.013692808708495858,-0.12807620960539517,2.635
-0.025374301480677316,-0.07287693493547288,2.64
-0.04123555722422871,-0.024994800024256317,2.645
-0.04018562480440678,-0.006088175527494443,2.65
-0.03971567385063358,-0.004961532325290222,2.655
-0.03901002393478679,-0.004966633908082511,2.66
-0.029808343749904886,-0.007673235426487821,2.665
-0.019885490396877075,-0.011858771256012432,2.67
-0.019760014622410803,-0.009880007311205455,2.675
-0.0266004134478356,-0.005620337174370487,2.68
-0.030262859237144665,-0.0050906033429130365,2.685
-0.02558581534536024,-0.00508315359556439,2.69
-0.0210583915144721,-0.002986831250536168,2.695
-0.02814632406341476,0.0018982075757650002,2.7
-0.038653241486772336,0.008675466268801899,2.705
-0.03642271287167375,0.010923788688104724,2.71
-0.028769279322674143,0.009920110518676951,2.715
-0.031745647209308024,0.013385531598795629,2.72
-0.03734997147488484,0.014717192673758057,2.725
-0.03430215292506011,0.00961807802747083,2.73
-0.034979300221155876,0.011199504906826712,2.735
-0.044252465199547654,0.0172451452485853,2.74
-0.04481605305520502,0.015037378717949773,2.745
-0.041827379131264275,0.017244066710097653,2.75
-0.057174334942744605,0.028645516163958287,2.755
-0.07028295496902183,0.026748366006491175,2.76
-0.05163349461284039,0.018560476401934412,2.765
-0.03266521162889001,0.028659721033111745,2.77
-0.04432384756810715,0.03964668663368916,2.775
-0.051869500147769386,0.03675443605198931,2.78
-0.03780962493657504,0.04055807269579018,2.785
-0.038362759130324296,0.04203964832209304,2.79
-0.04886135979887515,0.020372951276349693,2.795
-0.03458002558921888,0.00988000731120536,2.8
-0.022189897686015793,0.030823495010943433,2.805
-0.03866571651139124,0.0382503088174813,2.81
-0.041786192157323085,0.017447005887331377,2.815
-0.017461373116539915,0.0053539393298662336,2.82
-0.011721875707289867,0.0039409489476477716,2.825
-0.02398681962335015,-0.006826534182113742,2.83
-0.018235083047168796,-0.014020811544600706,2.835
-0.009662608061736088,-0.008628119942561338,2.84
-0.017428989585836382,-0.007542224792396897,2.845
-0.018029275544032313,-0.014912871334152927,2.85
-0.009608555020616994,-0.019875174423573314,2.855
-0.012850765934851885,-0.018045119740962928,2.86
-0.011757618461326662,-0.010792049888005598,2.865
0.008528730107168559,-0.005048569680201272,2.87
0.019999986427617196,-0.006909270302236223,2.875
0.009857179705037893,-0.011406438844576414,2.88
0.004125125416844987,-0.014345590292814738,2.885
0.01161501775180994,-0.01607957634856352,2.89
0.014458081749900233,-0.014025383231911857,2.895
0.010245995878016103,-0.013445251963683036,2.9
0.012772597193331785,-0.01833435672928086,2.905
0.020438472472192045,-0.013216057778385118,2.91
0.018623292580372923,0.002203019892234805,2.915
0.010934602225923917,0.001725733676883368,2.92
0.014820010966808152,-0.009880007311205398,2.925
0.022775786780197194,-0.0037180004651166444,2.93
0.013075881129345795,0.009260694588860087,2.935
-0.003735878460842397,0.005996475541286111,2.94
-0.00624991101424827,0.0013491479013056865,2.945
-0.005775890451697725,0.007126887001673926,2.95
-0.013315118421015426,0.009948755015680627,2.955
-0.015473306197799956,0.01175573419714392,2.96
-0.01562353655984761,0.021908596382240134,2.965
-0.02628216258681392,0.026918682079063286,2.97
-0.02867714646516075,0.01787841383080249,2.975
-0.013928881657969192,0.00968493900016273,2.98
-0.012151420266575157,0.011938291140348316,2.985
