symbol,aux,position,start_time,ss_interval,ss_lag,dss,dss_lag,dss_norm,dss_lag_norm,dss_distance,bpm
N,,21725,108.625,0.5450000000000017,0.5,0.045000000000001705,-0.04999999999999716,0.07046698358167486,-0.07829664842407576,0.10533736720434662,27.52293577981643
N,,21839,109.195,0.5699999999999932,0.5450000000000017,0.024999999999991473,0.045000000000001705,0.03914832421202675,0.07046698358167486,0.0806113333453181,26.315789473684525
N,,21947,109.735,0.5400000000000063,0.5699999999999932,-0.029999999999986926,0.024999999999991473,-0.04697798905442765,0.03914832421202675,0.06115163729785069,27.777777777777455
N,,22058,110.29,0.5550000000000068,0.5400000000000063,0.015000000000000568,-0.029999999999986926,0.02348899452722495,-0.04697798905442765,0.05252298848597562,27.027027027026694
N,,22161,110.805,0.5150000000000006,0.5550000000000068,-0.04000000000000625,0.015000000000000568,-0.06263731873927396,0.02348899452722495,0.0668966857381246,29.12621359223298
N,,22261,111.305,0.5,0.5150000000000006,-0.015000000000000568,-0.04000000000000625,-0.02348899452722495,-0.06263731873927396,0.0668966857381246,30.0
N,,22364,111.82,0.5149999999999864,0.5,0.014999999999986358,-0.015000000000000568,0.023488994527202697,-0.02348899452722495,0.0332184546268932,29.126213592233782
N,,22478,112.39,0.5700000000000074,0.5149999999999864,0.05500000000002103,0.014999999999986358,0.08612631326652116,0.023488994527202697,0.08927191440078955,26.315789473683868
N,,22594,112.97,0.5799999999999983,0.5700000000000074,0.009999999999990905,0.05500000000002103,0.015659329684801798,0.08612631326652116,0.08753831414335242,25.862068965517317
N,,22708,113.54,0.5700000000000074,0.5799999999999983,-0.009999999999990905,0.009999999999990905,-0.015659329684801798,0.015659329684801798,0.022145636417918307,26.315789473683868
N,,22809,114.045,0.5049999999999955,0.5700000000000074,-0.06500000000001194,-0.009999999999990905,-0.10178564295132296,-0.015659329684801798,0.10298316229943377,29.70297029702997
N,,22908,114.54,0.49500000000000455,0.5049999999999955,-0.009999999999990905,-0.06500000000001194,-0.015659329684801798,-0.10178564295132296,0.10298316229943377,30.303030303030024
N,,23003,115.015,0.4749999999999943,0.49500000000000455,-0.020000000000010232,-0.009999999999990905,-0.0313186593696481,-0.015659329684801798,0.03501532565733698,31.57894736842143
N,,23120,115.6,0.5849999999999937,0.4749999999999943,0.10999999999999943,-0.020000000000010232,0.17225262653297557,-0.0313186593696481,0.17507662828664713,25.641025641025916
N,,23236,116.18,0.5800000000000125,0.5849999999999937,-0.004999999999981242,0.10999999999999943,-0.007829664842378646,0.17225262653297557,0.17243048164130592,25.862068965516684
N,,23339,116.695,0.5149999999999864,0.5800000000000125,-0.06500000000002615,-0.004999999999981242,-0.10178564295134522,-0.007829664842378646,0.10208633974515255,29.126213592233782
N,,23461,117.305,0.6100000000000136,0.5149999999999864,0.09500000000002728,-0.06500000000002615,0.14876363200579512,-0.10178564295134522,0.18025242111709447,24.59016393442568
N,,23581,117.905,0.5999999999999943,0.6100000000000136,-0.010000000000019327,0.09500000000002728,-0.015659329684846304,0.14876363200579512,0.14958553677991177,25.000000000000238
N,,23758,118.79,0.8850000000000051,0.5999999999999943,0.2850000000000108,-0.010000000000019327,0.44629089601727406,-0.015659329684846304,0.44656553659466386,16.949152542372783
N,,23913,119.565,0.7749999999999915,0.8850000000000051,-0.11000000000001364,0.2850000000000108,-0.1722526265329978,0.44629089601727406,0.4783790664477468,19.354838709677633
N,,24041,120.205,0.6400000000000006,0.7749999999999915,-0.1349999999999909,-0.11000000000001364,-0.21140095074500231,-0.1722526265329978,0.2726927379366882,23.43749999999998
N,,24192,120.96,0.7549999999999955,0.6400000000000006,0.11499999999999488,-0.1349999999999909,0.18008229137537646,-0.21140095074500231,0.2777048678775669,19.867549668874293
N,,24380,121.9,0.9400000000000119,0.7549999999999955,0.18500000000001648,0.11499999999999488,0.2896975991691226,0.18008229137537646,0.3411075059733509,15.957446808510436
N,,24580,122.9,1.0,0.9400000000000119,0.05999999999998806,0.18500000000001648,0.09395597810887756,0.2896975991691226,0.3045528275796327,15.0
N,,24705,123.525,0.625,1.0,-0.375,0.05999999999998806,-0.5872248631806015,0.09395597810887756,0.5946938420396432,24.0
N,,24881,124.405,0.8799999999999955,0.625,0.25499999999999545,-0.375,0.3993129069628019,-0.5872248631806015,0.7101294513006481,17.045454545454632
N,,25033,125.165,0.7600000000000051,0.8799999999999955,-0.11999999999999034,0.25499999999999545,-0.18791195621777737,0.3993129069628019,0.44131814029866845,19.736842105263026
